Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1706510022,1000,,Aggregated,61.200000,0.000000,7100,13000,14000,16000,20000,21000,21000,22000,22000,22000,22000,16768,1809,7100.0,9486.21389499133,1.1892689999513095,21942.355931000748,16328.727278148855
1706510023,1000,,Aggregated,61.300000,0.000000,7100,13000,14000,16000,20000,21000,21000,22000,22000,22000,22000,16829,1809,7100.0,9498.581470499708,1.1892689999513095,21942.355931000748,16329.589518093766
1706510024,1000,,Aggregated,60.300000,0.000000,7100,13000,14000,16000,20000,21000,21000,22000,22000,22000,22000,16888,1809,7100.0,9509.271474068957,1.1892689999513095,21942.355931000748,16323.156027948839
1706510025,1000,,Aggregated,59.600000,0.000000,7100,13000,14000,16000,20000,21000,21000,22000,22000,22000,22000,16949,1809,7100.0,9522.147491182755,1.1892689999513095,21942.355931000748,16321.825417428758
1706510026,1000,,Aggregated,59.700000,0.000000,7100,13000,14000,16000,20000,21000,21000,22000,22000,22000,22000,17013,1809,7100.0,9538.856132116533,1.1892689999513095,21942.355931000748,16309.375066125904
1706510027,1000,,Aggregated,59.700000,0.000000,7100,13000,14000,16000,20000,21000,21000,22000,22000,22000,22000,17074,1809,7100.0,9554.238213093799,1.1892689999513095,21942.355931000748,16303.722150638398
1706510028,1000,,Aggregated,59.200000,0.000000,7100,13000,14000,16000,20000,21000,21000,22000,22000,22000,22000,17139,1809,7100.0,9568.906206099975,1.1892689999513095,21942.355931000748,16297.206196394189
1706510029,1000,,Aggregated,59.500000,0.000000,7200,13000,14000,16000,20000,21000,21000,22000,22000,22000,22000,17209,1809,7200.0,9584.471556646553,1.1892689999513095,21942.355931000748,16304.287930733919
1706510030,1000,,Aggregated,60.300000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,17274,1809,7200.0,9596.833097703278,1.1892689999513095,21942.355931000748,16312.977712168577
1706510031,1000,,Aggregated,61.100000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,17333,1809,7200.0,9610.293999984271,1.1892689999513095,21942.355931000748,16306.765937806496
1706510032,1000,,Aggregated,62.500000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,17388,1809,7200.0,9618.600292085197,1.1892689999513095,21942.355931000748,16312.242638601334
1706510033,1000,,Aggregated,61.700000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,17454,1809,7200.0,9632.961230237048,1.1892689999513095,21942.355931000748,16313.626045605592
1706510034,1000,,Aggregated,61.900000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,17525,1809,7200.0,9647.920460667581,1.1892689999513095,21942.355931000748,16317.624935805992
1706510035,1000,,Aggregated,61.800000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,17588,1809,7200.0,9660.100960423028,1.1892689999513095,21942.355931000748,16325.48931089379
1706510036,1000,,Aggregated,63.200000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,17650,1809,7200.0,9672.610744830947,1.1892689999513095,21942.355931000748,16334.048611898017
1706510037,1000,,Aggregated,63.500000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,17709,1809,7200.0,9686.566027314035,1.1892689999513095,21942.355931000748,16334.234795866509
1706510038,1000,,Aggregated,63.600000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,17773,1809,7200.0,9699.790780175508,1.1892689999513095,21942.355931000748,16332.794576042312
1706510039,1000,,Aggregated,63.100000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,17843,1809,7200.0,9712.105427438904,1.1892689999513095,21942.355931000748,16337.38883595808
1706510040,1000,,Aggregated,63.300000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,17899,1809,7200.0,9726.259693171323,1.1892689999513095,21942.355931000748,16333.515559528465
1706510041,1000,,Aggregated,63.300000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,17950,1809,7200.0,9731.144116858302,1.1892689999513095,21942.355931000748,16347.944122562674
1706510042,1000,,Aggregated,62.400000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18006,1809,7200.0,9740.161892506027,1.1892689999513095,21942.355931000748,16352.370043318893
1706510043,1000,,Aggregated,61.800000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18067,1809,7200.0,9755.005835897187,1.1892689999513095,21942.355931000748,16344.812420435048
1706510044,1000,,Aggregated,61.500000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18121,1809,7200.0,9761.171320951245,1.1892689999513095,21942.355931000748,16356.87649688207
1706510045,1000,,Aggregated,61.400000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18173,1809,7200.0,9771.41502905979,1.1892689999513095,21942.355931000748,16353.866395201672
1706510046,1000,,Aggregated,59.600000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18232,1809,7200.0,9782.231726352436,1.1892689999513095,21942.355931000748,16353.983106625714
1706510047,1000,,Aggregated,58.700000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18291,1809,7200.0,9796.193593283777,1.1892689999513095,21942.355931000748,16347.964408725602
1706510048,1000,,Aggregated,58.400000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18352,1809,7200.0,9811.990893633527,1.1892689999513095,21942.355931000748,16336.462619877942
1706510049,1000,,Aggregated,58.200000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18406,1809,7200.0,9825.343144617378,1.1892689999513095,21942.355931000748,16328.043301097468
1706510050,1000,,Aggregated,57.800000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18458,1809,7200.0,9838.86844989096,1.1892689999513095,21942.355931000748,16319.081753169357
1706510051,1000,,Aggregated,56.400000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18513,1809,7200.0,9847.845673088017,1.1892689999513095,21942.355931000748,16322.168692270296
1706510052,1000,,Aggregated,55.700000,0.000000,7200,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18572,1809,7200.0,9866.048661357985,1.1892689999513095,21942.355931000748,16302.244507861296
1706510053,1000,,Aggregated,56.000000,0.000000,7300,13000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18637,1809,7300.0,9881.83670374853,1.1892689999513095,21942.355931000748,16284.215914578526
1706510054,1000,,Aggregated,56.400000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18688,1809,7300.0,9897.578942156058,1.1892689999513095,21942.355931000748,16268.187553510274
1706510055,1000,,Aggregated,56.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18751,1809,7300.0,9909.94953257162,1.1892689999513095,21942.355931000748,16273.735534104848
1706510056,1000,,Aggregated,56.600000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18810,1809,7300.0,9922.937479622406,1.1892689999513095,21942.355931000748,16268.134609250399
1706510057,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510058,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510059,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510060,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510061,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510062,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510063,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510064,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510065,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510066,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510067,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510068,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510069,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510070,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510071,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510072,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510073,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510074,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510075,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510076,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510077,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510078,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510079,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510080,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510081,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510082,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510083,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510084,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510085,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510086,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510087,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510088,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510089,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510090,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510091,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510092,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510093,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510094,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510095,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510096,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510097,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510098,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510099,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510100,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510101,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510102,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510103,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510104,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510105,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510106,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510107,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510108,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510109,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510110,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510111,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510112,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510113,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510114,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510115,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510116,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510117,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510118,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510119,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510120,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510121,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510122,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510123,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510124,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510125,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510126,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510127,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510128,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510129,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510130,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510132,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510133,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510134,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510135,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510136,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510137,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510138,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510139,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510140,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510141,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510142,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510143,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510144,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510145,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510146,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510147,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510148,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510149,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510150,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510151,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510152,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510153,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510154,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510155,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510156,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510157,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510158,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
1706510159,0,,Aggregated,57.200000,0.000000,7300,14000,14000,17000,20000,21000,21000,22000,22000,22000,22000,18853,1809,7300.0,9935.05495613698,1.1892689999513095,21942.355931000748,16259.871426298201
